sample.0
c1,2
c2,1
c3,1
c4,2
c5,1
c6,1
c7,1
c8,2
c9,2
c10,2
c11,1
c12,1
c13,1
c14,2
c15,1
c16,2
c17,2
c18,2
c19,1
c20,2
c21,1
c22,2
c23,1
c24,2
c25,1
c26,1
c27,2
c28,1
c29,2
c30,1
c31,2
c32,2
c33,1
c34,2
c35,2
c36,1
c37,2
c38,1
c39,1
c40,1
c41,1
c42,1
c43,2
c44,1
c45,1
c46,1
c47,2
c48,1
c49,1
c50,1
c51,1
c52,2
c53,1
c54,2
c55,2
c56,1
c57,1
c58,1
c59,1
c60,2
c61,1
c62,2
c63,1
c64,1
c65,2
c66,1
c67,1
c68,2
c69,2
c70,2
c71,2
c72,2
c73,2
c74,1
c75,2
c76,2
c77,1
c78,1
c79,2
c80,1
c81,2
c82,1
c83,1
c84,1
c85,2
c86,2
c87,2
c88,1
c89,1
c90,1
c91,2
c92,2
c93,2
c94,1
c95,1
c96,1
c97,2
c98,2
c99,1
c100,2
c101,2
c102,2
c103,2
c104,2
c105,2
c106,2
c107,2
c108,1
c109,1
c110,1
c111,2
c112,1
c113,1
c114,2
c115,1
c116,2
c117,1
c118,2
c119,1
c120,1
c121,2
c122,1
c123,2
c124,1
c125,1
c126,1
c127,1
c128,1
c129,1
c130,2
c131,1
c132,2
c133,1
c134,2
c135,1
c136,2
c137,1
c138,1
c139,2
c140,2
c141,1
c142,2
c143,2
c144,2
c145,1
c146,2
c147,2
c148,2
c149,1
c150,1
c151,1
c152,2
c153,1
c154,1
c155,1
c156,2
c157,2
c158,2
c159,1
c160,1
c161,1
c162,2
c163,2
c164,2
c165,1
c166,2
c167,2
c168,1
c169,2
c170,1
c171,1
c172,2
c173,2
c174,2
c175,1
c176,1
c177,2
c178,2
c179,1
c180,1
c181,1
c182,2
c183,2
c184,1
c185,1
c186,1
c187,1
c188,1
c189,1
c190,1
c191,2
c192,2
c193,1
c194,2
c195,2
c196,2
c197,2
c198,1
c199,1
c200,2
c201,2
c202,2
c203,2
c204,1
c205,1
c206,1
c207,2
c208,2
c209,1
c210,2
c211,1
c212,1
c213,2
c214,2
c215,1
c216,1
c217,2
c218,1
c219,2
c220,1
c221,1
c222,1
c223,1
c224,1
c225,2
c226,1
c227,2
c228,1
c229,2
c230,2
c231,2
c232,1
c233,1
c234,1
c235,1
c236,2
c237,2
c238,1
c239,2
c240,1
c241,1
c242,2
c243,1
c244,1
c245,2
c246,2
c247,2
c248,2
c249,1
c250,2
c251,1
c252,2
c253,1
c254,1
c255,2
c256,1
c257,2
c258,1
c259,2
c260,2
c261,1
c262,1
c263,2
c264,2
c265,1
c266,1
c267,2
c268,1
c269,1
c270,1
c271,1
c272,2
c273,1
c274,2
c275,1
c276,2
c277,1
c278,2
c279,1
c280,1
c281,1
c282,1
c283,1
c284,2
c285,2
c286,1
c287,1
c288,1
c289,2
c290,2
c291,1
c292,2
c293,2
c294,2
c295,2
c296,2
c297,2
c298,1
c299,1
c300,2
c301,1
c302,2
c303,2
c304,2
c305,1
c306,1
c307,1
c308,2
c309,1
c310,2
c311,2
c312,1
c313,1
c314,2
c315,2
c316,2
c317,1
c318,2
c319,1
c320,2
c321,1
c322,1
c323,2
c324,1
c325,1
c326,1
c327,1
c328,1
c329,2
c330,1
c331,1
c332,2
c333,1
c334,2
c335,1
c336,1
c337,2
c338,2
c339,1
c340,1
c341,1
c342,2
c343,2
c344,1
c345,1
c346,1
c347,2
c348,2
c349,2
c350,1
c351,2
c352,1
c353,1
c354,1
c355,1
c356,1
c357,2
c358,2
c359,2
c360,1
c361,2
c362,1
c363,2
c364,2
c365,1
c366,1
c367,1
c368,1
c369,1
c370,1
c371,1
c372,1
c373,1
c374,2
c375,1
c376,2
c377,1
c378,2
c379,1
c380,1
c381,2
c382,1
c383,2
c384,2
c385,1
c386,2
c387,1
c388,1
c389,2
c390,2
c391,2
c392,1
c393,1
c394,1
c395,1
c396,1
c397,1
c398,1
c399,2
c400,1
c401,1
c402,1
c403,2
c404,2
c405,1
c406,2
c407,1
c408,1
c409,1
c410,1
c411,2
c412,1
c413,1
c414,2
c415,2
c416,2
c417,1
c418,1
c419,1
c420,2
c421,2
c422,2
c423,2
c424,2
c425,2
c426,2
c427,1
c428,2
c429,1
c430,1
c431,1
c432,2
c433,1
c434,1
c435,1
c436,1
c437,1
c438,1
c439,1
c440,1
c441,1
c442,2
c443,1
c444,2
c445,2
c446,2
c447,1
c448,1
c449,1
c450,2
c451,1
c452,2
c453,1
c454,1
c455,1
c456,2
c457,1
c458,2
c459,2
c460,1
c461,1
c462,1
c463,1
c464,2
c465,1
c466,1
c467,1
c468,2
c469,1
c470,2
c471,1
c472,2
c473,2
c474,2
c475,1
c476,2
c477,1
c478,2
c479,1
c480,1
c481,1
c482,2
c483,1
c484,1
c485,2
c486,1
c487,1
c488,2
c489,2
c490,2
c491,1
c492,2
c493,1
c494,2
c495,1
c496,1
c497,2
c498,2
c499,2
c500,1
