sample.0
c1,1
c2,1
c3,1
c4,1
c5,2
c6,1
c7,1
c8,2
c9,1
c10,2
c11,2
c12,1
c13,1
c14,1
c15,1
c16,1
c17,1
c18,1
c19,2
c20,1
c21,1
c22,1
c23,1
c24,1
c25,2
c26,1
c27,1
c28,1
c29,1
c30,1
c31,2
c32,2
c33,1
c34,1
c35,2
c36,2
c37,1
c38,1
c39,1
c40,1
c41,2
c42,1
c43,1
c44,1
c45,2
c46,1
c47,2
c48,2
c49,1
c50,1
c51,1
c52,2
c53,2
c54,2
c55,1
c56,1
c57,2
c58,2
c59,1
c60,1
c61,1
c62,2
c63,1
c64,1
c65,1
c66,2
c67,1
c68,1
c69,1
c70,2
c71,2
c72,1
c73,1
c74,2
c75,2
c76,1
c77,1
c78,2
c79,1
c80,1
c81,1
c82,1
c83,1
c84,1
c85,2
c86,1
c87,2
c88,1
c89,1
c90,2
c91,1
c92,2
c93,2
c94,1
c95,2
c96,2
c97,1
c98,2
c99,1
c100,1
c101,1
c102,1
c103,2
c104,1
c105,1
c106,2
c107,2
c108,2
c109,2
c110,1
c111,2
c112,1
c113,2
c114,1
c115,2
c116,2
c117,1
c118,2
c119,1
c120,2
c121,2
c122,1
c123,2
c124,1
c125,1
c126,2
c127,1
c128,1
c129,2
c130,1
c131,2
c132,1
c133,1
c134,1
c135,1
c136,1
c137,2
c138,1
c139,1
c140,1
c141,1
c142,2
c143,1
c144,2
c145,1
c146,2
c147,2
c148,2
c149,2
c150,1
c151,2
c152,1
c153,1
c154,1
c155,2
c156,2
c157,1
c158,1
c159,1
c160,1
c161,2
c162,1
c163,1
c164,1
c165,1
c166,2
c167,1
c168,2
c169,1
c170,1
c171,2
c172,1
c173,1
c174,2
c175,1
c176,2
c177,2
c178,2
c179,1
c180,1
c181,1
c182,1
c183,2
c184,2
c185,2
c186,1
c187,2
c188,2
c189,1
c190,1
c191,1
c192,1
c193,1
c194,2
c195,1
c196,1
c197,1
c198,2
c199,1
c200,1
c201,1
c202,2
c203,1
c204,2
c205,2
c206,1
c207,2
c208,1
c209,1
c210,2
c211,2
c212,2
c213,1
c214,1
c215,2
c216,1
c217,1
c218,2
c219,1
c220,1
c221,2
c222,2
c223,2
c224,2
c225,1
c226,2
c227,2
c228,2
c229,1
c230,1
c231,1
c232,1
c233,2
c234,1
c235,1
c236,1
c237,1
c238,1
c239,1
c240,2
c241,1
c242,2
c243,2
c244,2
c245,1
c246,2
c247,2
c248,1
c249,2
c250,2
c251,2
c252,1
c253,2
c254,1
c255,1
c256,1
c257,2
c258,1
c259,1
c260,2
c261,2
c262,2
c263,1
c264,2
c265,2
c266,2
c267,2
c268,1
c269,2
c270,2
c271,2
c272,1
c273,2
c274,1
c275,1
c276,1
c277,1
c278,1
c279,2
c280,2
c281,1
c282,2
c283,1
c284,1
c285,2
c286,1
c287,2
c288,1
c289,1
c290,1
c291,1
c292,2
c293,1
c294,1
c295,1
c296,1
c297,1
c298,1
c299,1
c300,1
c301,2
c302,2
c303,1
c304,1
c305,2
c306,2
c307,1
c308,1
c309,2
c310,1
c311,1
c312,1
c313,1
c314,1
c315,1
c316,1
c317,1
c318,1
c319,1
c320,1
c321,1
c322,2
c323,1
c324,1
c325,2
c326,2
c327,2
c328,1
c329,2
c330,1
c331,1
c332,1
c333,1
c334,1
c335,2
c336,1
c337,2
c338,1
c339,1
c340,2
c341,1
c342,2
c343,1
c344,1
c345,1
c346,2
c347,2
c348,2
c349,1
c350,1
c351,1
c352,1
c353,1
c354,1
c355,1
c356,1
c357,2
c358,2
c359,1
c360,1
c361,1
c362,1
c363,2
c364,1
c365,2
c366,1
c367,2
c368,2
c369,1
c370,1
c371,1
c372,1
c373,2
c374,1
c375,2
c376,2
c377,1
c378,1
c379,2
c380,2
c381,1
c382,1
c383,2
c384,1
c385,1
c386,1
c387,1
c388,1
c389,2
c390,1
c391,1
c392,1
c393,2
c394,2
c395,1
c396,2
c397,1
c398,2
c399,1
c400,1
c401,1
c402,2
c403,1
c404,2
c405,1
c406,1
c407,1
c408,1
c409,1
c410,1
c411,1
c412,1
c413,1
c414,2
c415,2
c416,1
c417,1
c418,1
c419,2
c420,1
c421,1
c422,1
c423,2
c424,1
c425,1
c426,2
c427,1
c428,1
c429,2
c430,2
c431,1
c432,2
c433,1
c434,1
c435,1
c436,1
c437,1
c438,2
c439,1
c440,1
c441,1
c442,2
c443,1
c444,1
c445,1
c446,2
c447,1
c448,1
c449,1
c450,1
c451,1
c452,1
c453,2
c454,1
c455,1
c456,1
c457,2
c458,1
c459,2
c460,2
c461,2
c462,1
c463,2
c464,2
c465,1
c466,1
c467,2
c468,1
c469,1
c470,2
c471,1
c472,2
c473,2
c474,2
c475,1
c476,2
c477,1
c478,2
c479,1
c480,1
c481,1
c482,1
c483,2
c484,1
c485,1
c486,2
c487,1
c488,1
c489,2
c490,2
c491,1
c492,1
c493,2
c494,1
c495,2
c496,1
c497,2
c498,1
c499,1
c500,1
